,PassengerId,Survived,Age,SibSp,Parch,Fare,Male,Female,Alone,First_class,Second_class,Third_class,Cherbourg,Queenstown,Southampton,Miss
76,232,0,0.35913546117114853,0.0,0.0,0.015175789316712771,1,0,1,0,0,1,0,0,1,0
77,816,0,0.36792055349407915,0.0,0.0,0.0,1,0,1,1,0,0,0,0,1,0
78,833,0,0.36792055349407915,0.0,0.0,0.014110458666029575,1,0,1,0,0,1,1,0,0,0
79,201,0,0.3465694898215632,0.0,0.0,0.018542765081513996,1,0,1,0,0,1,0,0,1,0
80,121,0,0.2586076903744659,0.25,0.0,0.1434624456306609,1,0,0,0,1,0,0,0,1,0
81,407,0,0.6355868308620256,0.0,0.0,0.015126992566498259,1,0,1,0,0,1,0,0,1,0
82,377,1,0.2711736617240513,0.0,0.0,0.014151057562208049,0,1,1,0,0,1,0,0,1,1
83,229,0,0.22090977632570996,0.0,0.0,0.025374310111545468,1,0,1,0,1,0,0,0,1,0
84,165,0,0.007288263382759489,0.5,0.16666666666666666,0.07746484096553544,1,0,0,0,0,1,0,0,1,0
85,513,1,0.4470972606182458,0.0,0.0,0.05130978285055781,1,0,1,1,0,0,0,0,1,0
86,627,0,0.7109826589595376,0.0,0.0,0.024105594605968193,1,0,1,0,1,0,0,1,0,0
87,363,0,0.5601910027645137,0.0,0.16666666666666666,0.028212719478023115,0,1,0,0,0,1,1,0,0,0
88,224,0,0.36792055349407915,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
89,105,0,0.4596632319678311,0.25,0.0,0.015468569817999833,1,0,0,0,0,1,0,0,1,0
90,862,0,0.2586076903744659,0.125,0.0,0.022446505098674834,1,0,0,0,1,0,0,0,1,0
91,127,0,0.36792055349407915,0.0,0.0,0.015126992566498259,1,0,1,0,0,1,0,1,0,0
92,307,1,0.36792055349407915,0.0,0.0,0.21642978772242535,0,1,1,1,0,0,1,0,0,1
93,106,0,0.3465694898215632,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
94,883,0,0.2711736617240513,0.0,0.0,0.02052723131923771,0,1,1,0,0,1,0,0,1,1
95,624,0,0.2586076903744659,0.0,0.0,0.015330377421392339,1,0,1,0,0,1,0,0,1,0
96,454,1,0.610454888162855,0.125,0.0,0.17391981561855152,1,0,0,1,0,0,1,0,0,0
97,464,0,0.5978889168132696,0.0,0.0,0.025374310111545468,1,0,1,0,1,0,0,0,1,0
98,703,0,0.22090977632570996,0.0,0.16666666666666666,0.028212719478023115,0,1,0,0,0,1,1,0,0,1
99,216,1,0.38426740387031916,0.125,0.0,0.22109807522194713,0,1,0,1,0,0,1,0,0,1
100,207,0,0.39683337521990447,0.125,0.0,0.030937139635999665,1,0,0,0,0,1,0,0,1,0
101,610,1,0.4973611460165871,0.0,0.0,0.2995388511917728,0,1,1,1,0,0,0,0,1,1
102,135,0,0.3088715757728072,0.0,0.0,0.025374310111545468,1,0,1,0,1,0,0,0,1,0
103,373,0,0.23347574767529528,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
104,292,1,0.23347574767529528,0.125,0.0,0.17777475888549785,0,1,0,1,0,0,1,0,0,0
105,237,0,0.5476250314149284,0.125,0.0,0.050748620223090936,1,0,0,0,1,0,0,0,1,0
106,727,1,0.37170143252073384,0.375,0.0,0.04098927018018883,0,1,0,0,1,0,0,0,1,0
107,63,0,0.5601910027645137,0.125,0.0,0.16293234896625058,1,0,0,1,0,0,0,0,1,0
108,534,1,0.36792055349407915,0.0,0.3333333333333333,0.04364049521284361,0,1,0,0,0,1,1,0,0,0
109,596,0,0.4470972606182458,0.125,0.16666666666666666,0.04713766070721715,1,0,0,0,0,1,0,0,1,0
110,792,0,0.19577783362653933,0.0,0.0,0.050748620223090936,1,0,1,0,1,0,0,0,1,0
111,640,0,0.36792055349407915,0.125,0.0,0.031425107138144774,1,0,0,0,0,1,0,0,1,0
112,108,1,0.36792055349407915,0.0,0.0,0.015175789316712771,1,0,1,0,0,1,0,0,1,0
113,702,1,0.43453128926866047,0.0,0.0,0.05130978285055781,1,0,1,1,0,0,0,0,1,0
114,5,0,0.43453128926866047,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
115,444,1,0.3465694898215632,0.0,0.0,0.025374310111545468,0,1,1,0,1,0,0,0,1,0
116,736,0,0.35285247549635584,0.0,0.0,0.031425107138144774,1,0,1,0,0,1,0,0,1,0
117,577,1,0.42196531791907516,0.0,0.0,0.025374310111545468,0,1,1,0,1,0,0,0,1,1
118,532,0,0.36792055349407915,0.0,0.0,0.014110458666029575,1,0,1,0,0,1,1,0,0,0
119,88,0,0.36792055349407915,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
120,290,1,0.2711736617240513,0.0,0.0,0.015126992566498259,0,1,1,0,0,1,0,1,0,1
121,576,0,0.23347574767529528,0.0,0.0,0.028302115124416098,1,0,1,0,0,1,0,0,1,0
122,285,0,0.36792055349407915,0.0,0.0,0.050748620223090936,1,0,1,1,0,0,0,0,1,0
123,322,0,0.33400351847197784,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
124,815,0,0.37798441819552653,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
125,613,1,0.36792055349407915,0.125,0.0,0.030253985132996517,0,1,0,0,0,1,0,1,0,1
126,572,1,0.6607187735611962,0.25,0.0,0.10048070654571319,0,1,0,1,0,0,0,0,1,0
127,793,0,0.36792055349407915,1.0,0.3333333333333333,0.13575255909676823,0,1,0,0,0,1,0,0,1,1
128,388,1,0.4470972606182458,0.0,0.0,0.025374310111545468,0,1,1,0,1,0,0,0,1,1
129,694,0,0.3088715757728072,0.0,0.0,0.014102260811993537,1,0,1,0,0,1,1,0,0,0
130,405,0,0.24604171902488062,0.0,0.0,0.016908073949327893,0,1,1,0,0,1,0,0,1,1
131,268,1,0.3088715757728072,0.125,0.0,0.015175789316712771,1,0,0,0,0,1,0,0,1,0
132,487,1,0.43453128926866047,0.125,0.0,0.17566830077223786,0,1,0,1,0,0,0,0,1,0
133,48,1,0.36792055349407915,0.0,0.0,0.015126992566498259,0,1,1,0,0,1,0,1,0,1
134,558,0,0.36792055349407915,0.0,0.0,0.4440992237022602,1,0,1,1,0,0,1,0,0,0
135,708,1,0.5224930887157577,0.0,0.0,0.05130978285055781,1,0,1,1,0,0,0,0,1,0
136,551,1,0.20834380497612465,0.0,0.3333333333333333,0.21642978772242535,1,0,0,1,0,0,1,0,0,0
137,1,0,0.2711736617240513,0.125,0.0,0.014151057562208049,1,0,0,0,0,1,0,0,1,0
138,457,0,0.8115104297562201,0.0,0.0,0.051822148727810165,1,0,1,1,0,0,0,0,1,0
139,761,0,0.36792055349407915,0.0,0.0,0.028302115124416098,1,0,1,0,0,1,0,0,1,0
140,877,0,0.24604171902488062,0.0,0.0,0.019217721730481106,1,0,1,0,0,1,0,0,1,0
141,832,1,0.005152048253329982,0.125,0.16666666666666666,0.03659756266088288,1,0,0,0,1,0,0,0,1,0
142,814,0,0.0701181201306861,0.5,0.3333333333333333,0.06104473451835265,0,1,0,0,0,1,0,0,1,1
143,236,0,0.36792055349407915,0.0,0.0,0.014736618564782174,0,1,1,0,0,1,0,0,1,1
144,113,0,0.2711736617240513,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
145,252,0,0.35913546117114853,0.125,0.16666666666666666,0.02042143996477265,0,1,0,0,0,1,0,0,1,0
146,822,1,0.33400351847197784,0.0,0.0,0.016908073949327893,1,0,1,0,0,1,0,0,1,0
147,684,0,0.17064589092736868,0.625,0.3333333333333333,0.09154270340242172,1,0,0,0,0,1,0,0,1,0
148,499,0,0.3088715757728072,0.125,0.3333333333333333,0.29580589980036276,0,1,0,1,0,0,0,0,1,0
149,617,0,0.42196531791907516,0.125,0.16666666666666666,0.028106928123558056,1,0,0,0,0,1,0,0,1,0
150,472,0,0.4722292033174164,0.0,0.0,0.016908073949327893,1,0,1,0,0,1,0,0,1,0
151,233,0,0.7361146016587082,0.0,0.0,0.026350245115835676,1,0,1,0,1,0,0,0,1,0
152,652,1,0.22090977632570996,0.0,0.16666666666666666,0.04489301019734967,0,1,0,0,1,0,0,0,1,1
153,279,0,0.08268409148027142,0.5,0.16666666666666666,0.056848213999904744,1,0,0,0,0,1,0,1,0,0
154,519,1,0.4470972606182458,0.125,0.0,0.050748620223090936,0,1,0,0,1,0,0,0,1,0
155,770,0,0.39683337521990447,0.0,0.0,0.016322512946753766,1,0,1,0,0,1,0,0,1,0
156,633,1,0.39683337521990447,0.0,0.0,0.05953203526170282,1,0,1,1,0,0,1,0,0,0
157,649,0,0.36792055349407915,0.0,0.0,0.014736618564782174,1,0,1,0,0,1,0,0,1,0
158,27,0,0.36792055349407915,0.0,0.0,0.014102260811993537,1,0,1,0,0,1,1,0,0,0
159,362,0,0.35913546117114853,0.125,0.0,0.05410739813385612,1,0,0,0,1,0,1,0,0,0
160,295,0,0.2963056044232219,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
161,155,0,0.36792055349407915,0.0,0.0,0.014273049437744325,1,0,1,0,0,1,0,0,1,0
162,629,0,0.32143754712239253,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
163,644,1,0.36792055349407915,0.0,0.0,0.11027245763075773,1,0,1,0,0,1,0,0,1,0
164,712,0,0.36792055349407915,0.0,0.0,0.051822148727810165,1,0,1,1,0,0,0,0,1,0
165,249,1,0.4596632319678311,0.125,0.16666666666666666,0.10257896680493714,1,0,0,1,0,0,0,0,1,0
166,603,0,0.36792055349407915,0.0,0.0,0.08275928836380983,1,0,1,1,0,0,0,0,1,0
167,826,0,0.36792055349407915,0.0,0.0,0.013565496559633922,1,0,1,0,0,1,0,1,0,0
168,523,0,0.36792055349407915,0.0,0.0,0.014102260811993537,1,0,1,0,0,1,1,0,0,0
169,118,0,0.35913546117114853,0.125,0.0,0.04098927018018883,1,0,0,0,1,0,0,0,1,0
170,194,1,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,1,0,0,0,1,0,0,0,1,0
171,653,0,0.2586076903744659,0.0,0.0,0.01646070534336126,1,0,1,0,0,1,0,0,1,0
172,422,0,0.2586076903744659,0.0,0.0,0.015094396337354966,1,0,1,0,0,1,0,1,0,0
173,71,0,0.39683337521990447,0.0,0.0,0.020494635090094415,1,0,1,0,1,0,0,0,1,0
174,788,0,0.09525006282985675,0.5,0.16666666666666666,0.056848213999904744,1,0,0,0,0,1,0,1,0,0
175,408,1,0.032420206081930136,0.125,0.16666666666666666,0.03659756266088288,1,0,0,0,1,0,0,0,1,0
176,324,1,0.2711736617240513,0.125,0.16666666666666666,0.056604230248832196,0,1,0,0,1,0,0,0,1,0
177,326,1,0.4470972606182458,0.0,0.0,0.2647385704347907,0,1,1,1,0,0,1,0,0,1
178,855,0,0.5476250314149284,0.125,0.0,0.050748620223090936,0,1,0,0,1,0,0,0,1,0
179,735,0,0.2837396330736366,0.0,0.0,0.025374310111545468,1,0,1,0,1,0,0,0,1,0
180,303,0,0.23347574767529528,0.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0
181,664,0,0.4470972606182458,0.0,0.0,0.014630827210317115,1,0,1,0,0,1,0,0,1,0
182,156,0,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,1,0,0,1,0,0,1,0,0,0
183,870,1,0.04498617743151546,0.125,0.16666666666666666,0.021730754366528396,1,0,0,0,0,1,0,0,1,0
184,679,0,0.5350590600653431,0.125,1.0,0.09154270340242172,0,1,0,0,0,1,0,0,1,0
185,774,0,0.36792055349407915,0.0,0.0,0.014102260811993537,1,0,1,0,0,1,1,0,0,0
186,881,1,0.3088715757728072,0.0,0.16666666666666666,0.050748620223090936,0,1,0,0,1,0,0,0,1,0
187,209,1,0.19577783362653933,0.0,0.0,0.015126992566498259,0,1,1,0,0,1,0,1,0,1
188,588,1,0.7486805730082935,0.125,0.16666666666666666,0.15458810467956932,1,0,0,1,0,0,1,0,0,0
189,868,0,0.38426740387031916,0.0,0.0,0.09856123757927521,1,0,1,1,0,0,0,0,1,0
190,491,0,0.36792055349407915,0.125,0.0,0.03897240290032268,1,0,0,0,0,1,0,0,1,0
191,126,1,0.14551394822819805,0.125,0.0,0.021942337075458514,1,0,0,0,0,1,1,0,0,0
192,19,0,0.38426740387031916,0.125,0.0,0.03513366015444757,0,1,0,0,0,1,0,0,1,0
193,261,0,0.36792055349407915,0.0,0.0,0.015126992566498259,1,0,1,0,0,1,0,1,0,0
194,273,1,0.5099271173661724,0.0,0.16666666666666666,0.0380614651673182,0,1,0,0,1,0,0,0,1,0
195,401,1,0.4847951746670017,0.0,0.0,0.015468569817999833,1,0,1,0,0,1,0,0,1,0
196,616,1,0.2963056044232219,0.125,0.3333333333333333,0.12687155055772734,0,1,0,0,1,0,0,0,1,1
197,230,0,0.36792055349407915,0.375,0.16666666666666666,0.04970768794751499,0,1,0,0,0,1,0,0,1,1
198,878,0,0.23347574767529528,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
199,746,0,0.8743402865041467,0.125,0.16666666666666666,0.13858277060920984,1,0,0,1,0,0,0,0,1,0
200,205,1,0.22090977632570996,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
201,74,0,0.32143754712239253,0.125,0.0,0.028212719478023115,1,0,0,0,0,1,1,0,0,0
202,797,1,0.610454888162855,0.0,0.0,0.050610427826483444,0,1,1,1,0,0,0,0,1,0
203,721,1,0.0701181201306861,0.0,0.16666666666666666,0.06441171028315387,0,1,0,0,1,0,0,0,1,1
204,812,0,0.4847951746670017,0.0,0.0,0.04713766070721715,1,0,1,0,0,1,0,0,1,0
205,296,0,0.36792055349407915,0.0,0.0,0.05410739813385612,1,0,1,1,0,0,1,0,0,0
206,682,1,0.33400351847197784,0.0,0.0,0.1497654242623688,1,0,1,1,0,0,1,0,0,0
207,34,0,0.8240764011058055,0.0,0.0,0.020494635090094415,1,0,1,0,1,0,0,0,1,0
208,287,1,0.37170143252073384,0.0,0.0,0.018542765081513996,1,0,1,0,0,1,0,0,1,0
209,163,0,0.32143754712239253,0.0,0.0,0.015175789316712771,1,0,1,0,0,1,0,0,1,0
210,214,0,0.37170143252073384,0.0,0.0,0.025374310111545468,1,0,1,0,1,0,0,0,1,0
211,568,0,0.35913546117114853,0.0,0.6666666666666666,0.04113566043083236,0,1,0,0,0,1,0,0,1,0
212,646,1,0.5978889168132696,0.125,0.0,0.1497654242623688,1,0,0,1,0,0,1,0,0,0
213,706,0,0.4847951746670017,0.0,0.0,0.050748620223090936,1,0,1,0,1,0,0,0,1,0
214,890,1,0.32143754712239253,0.0,0.0,0.05855610025741261,1,0,1,1,0,0,1,0,0,0
215,871,0,0.32143754712239253,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
216,710,1,0.36792055349407915,0.125,0.16666666666666666,0.029757819776815374,1,0,0,0,0,1,1,0,0,0
217,888,1,0.23347574767529528,0.0,0.0,0.05855610025741261,0,1,1,1,0,0,0,0,1,1
218,758,0,0.22090977632570996,0.0,0.0,0.022446505098674834,1,0,1,0,1,0,0,0,1,0
219,695,0,0.7486805730082935,0.0,0.0,0.051822148727810165,1,0,1,1,0,0,0,0,1,0
220,141,0,0.36792055349407915,0.0,0.3333333333333333,0.029757819776815374,0,1,0,0,0,1,1,0,0,0
221,508,1,0.36792055349407915,0.0,0.0,0.051822148727810165,1,0,1,1,0,0,0,0,1,0
222,656,0,0.2963056044232219,0.25,0.0,0.1434624456306609,1,0,0,0,1,0,0,0,1,0
223,744,0,0.2963056044232219,0.125,0.0,0.031425107138144774,1,0,0,0,0,1,0,0,1,0
224,78,0,0.36792055349407915,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
225,562,0,0.4973611460165871,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
226,587,0,0.5853229454636844,0.0,0.0,0.029278050128706306,1,0,1,0,1,0,0,0,1,0
227,25,0,0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,0,1,0,0,0,1,0,0,1,1
228,128,1,0.2963056044232219,0.0,0.0,0.01393967004027879,1,0,1,0,0,1,0,0,1,0
229,187,1,0.36792055349407915,0.125,0.0,0.030253985132996517,0,1,0,0,0,1,0,1,0,0
230,56,1,0.36792055349407915,0.0,0.0,0.06929138530460492,1,0,1,1,0,0,0,0,1,0
231,626,0,0.7612465443578789,0.0,0.0,0.06308600017332605,1,0,1,1,0,0,0,0,1,0
232,713,1,0.5978889168132696,0.125,0.0,0.10149724044618187,1,0,0,1,0,0,0,0,1,0
233,446,1,0.04498617743151546,0.0,0.3333333333333333,0.15977676072337862,1,0,0,1,0,0,0,0,1,0
234,83,1,0.36792055349407915,0.0,0.0,0.015200187691820024,0,1,1,0,0,1,0,1,0,1
235,17,0,0.01985423473234481,0.5,0.16666666666666666,0.056848213999904744,1,0,0,0,0,1,0,1,0,0
236,715,0,0.648152802211611,0.0,0.0,0.025374310111545468,1,0,1,0,1,0,0,0,1,0
237,75,1,0.39683337521990447,0.0,0.0,0.11027245763075773,1,0,1,0,0,1,0,0,1,0
238,773,0,0.7109826589595376,0.0,0.0,0.020494635090094415,0,1,1,0,1,0,0,0,1,0
239,615,0,0.43453128926866047,0.0,0.0,0.015712553569072387,1,0,1,0,0,1,0,0,1,0
240,185,1,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,0,1,0,0,0,1,0,0,1,1
241,747,0,0.19577783362653933,0.125,0.16666666666666666,0.03952536767375352,1,0,0,0,0,1,0,0,1,0
242,442,0,0.24604171902488062,0.0,0.0,0.018542765081513996,1,0,1,0,0,1,0,0,1,0
243,582,1,0.4847951746670017,0.125,0.16666666666666666,0.21642978772242535,0,1,0,1,0,0,1,0,0,0
244,294,0,0.2963056044232219,0.0,0.0,0.01727404957593672,0,1,1,0,0,1,0,0,1,1
245,416,0,0.36792055349407915,0.0,0.0,0.015712553569072387,0,1,1,0,0,1,0,0,1,0
246,493,0,0.6858507162603669,0.0,0.0,0.05953203526170282,1,0,1,1,0,0,0,0,1,0
247,364,0,0.43453128926866047,0.0,0.0,0.013760683560491965,1,0,1,0,0,1,0,0,1,0
248,875,1,0.3465694898215632,0.125,0.0,0.04684488020593009,0,1,0,0,1,0,1,0,0,0
249,595,0,0.4596632319678311,0.125,0.0,0.050748620223090936,1,0,0,0,1,0,0,0,1,0
250,844,0,0.4282483035938678,0.0,0.0,0.012565163180236457,1,0,1,0,0,1,1,0,0,0
251,520,0,0.39683337521990447,0.0,0.0,0.015411575213749284,1,0,1,0,0,1,0,0,1,0
252,605,1,0.43453128926866047,0.0,0.0,0.051822148727810165,1,0,1,1,0,0,1,0,0,0
253,92,0,0.24604171902488062,0.0,0.0,0.015330377421392339,1,0,1,0,0,1,0,0,1,0
254,161,0,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,1,0,0,0,0,1,0,0,1,0
255,696,0,0.648152802211611,0.0,0.0,0.026350245115835676,1,0,1,0,1,0,0,0,1,0
256,810,1,0.4093993465694898,0.125,0.0,0.10364429745562033,0,1,0,1,0,0,0,0,1,0
257,800,0,0.37170143252073384,0.125,0.16666666666666666,0.04713766070721715,0,1,0,0,0,1,0,0,1,0
258,477,0,0.42196531791907516,0.125,0.0,0.04098927018018883,1,0,0,0,1,0,0,0,1,0
259,680,1,0.4470972606182458,0.0,0.16666666666666666,1.0,1,0,0,1,0,0,1,0,0,0
260,631,1,1.0,0.0,0.0,0.05855610025741261,1,0,1,1,0,0,0,0,1,0
